"%%%%%%%
%   p %
%G   .%
%     %
%     %
%.    %
%%%%%%%",South
"%%%%%%%
%     %
% G p.%
%     %
%     %
%.    %
%%%%%%%",East
"%%%%%%%
%     %
%    p%
% G   %
%     %
%.    %
%%%%%%%",West
"%%%%%%%
%     %
%   p %
%G    %
%     %
%.    %
%%%%%%%",West
"%%%%%%%
%     %
%  p  %
%     %
%G    %
%.    %
%%%%%%%",West
"%%%%%%%
%     %
% p   %
%     %
% G   %
%.    %
%%%%%%%",East
"%%%%%%%
%     %
%  p  %
%     %
%  G  %
%.    %
%%%%%%%",East
"%%%%%%%
%     %
%   p %
%  G  %
%     %
%.    %
%%%%%%%",North
"%%%%%%%
%   p %
%     %
% G   %
%     %
%.    %
%%%%%%%",West
"%%%%%%%
%  p  %
%     %
%G    %
%     %
%.    %
%%%%%%%",West
"%%%%%%%
% p   %
%G    %
%     %
%     %
%.    %
%%%%%%%",West
"%%%%%%%
%p    %
% G   %
%     %
%     %
%.    %
%%%%%%%",East
